sno,Influencer_ID,Influencer_Name,Platform,Influencer_Tier,Followers,Likes,Comments,Shares,Campaign_ID,Campaign_Cost,Revenue,Campaign_Type,Total_Engagement,Engagement_Rate,Calculated_ROI,CPE,Data_Status,Is_Undervalued_Influencer
2492,INF0466,Influencer_466,Youtube,Micro,624267,18958,2280,511,CAM02326,1204,19778,Product Launch,21749,0.0348,15.4269,0.0554,Verified,No
2496,INF0466,Influencer_466,Instagram,Macro,214273,6340,446,203,CAM02328,1285,7512,Promotion,6989,0.0326,4.8459,0.1839,Verified,No
2497,INF0513,Influencer_513,Youtube,Nano,47235,2017,401,66,CAM02561,3603,4932,Product Launch,2484,0.0526,0.3689,1.4505,Verified,No
2499,INF0447,Influencer_447,Youtube,Macro,369742,9467,613,218,CAM02231,3587,18921,Giveaway,10298,0.0279,4.2749,0.3483,Verified,No
2500,INF0513,Influencer_513,Facebook,Micro,387757,32116,3246,821,CAM02562,2752,35660,Giveaway,36183,0.0933,11.9578,0.0761,Verified,No
2504,INF0467,Influencer_467,Facebook,Nano,361981,16116,843,456,CAM02331,1908,13004,Giveaway,17415,0.0481,5.8155,0.1096,Verified,No
2507,INF0513,Influencer_513,Instagram,Micro,978516,37217,3134,844,CAM02565,3372,38626,Promotion,41195,0.0421,10.4549,0.0819,Verified,No
2508,INF0467,Influencer_467,Youtube,Nano,231099,16864,1080,587,CAM02333,1349,17923,Product Launch,18531,0.0802,12.2861,0.0728,Verified,No
2509,INF0514,Influencer_514,Instagram,Nano,455801,41437,2707,651,CAM02566,294,26521,Product Launch,44795,0.0983,89.2075,0.0066,Verified,Yes
2513,INF0514,Influencer_514,Facebook,Mega,798997,23233,2347,527,CAM02568,228,16561,Promotion,26107,0.0327,71.636,0.0087,Verified,Yes
2514,INF0468,Influencer_468,Youtube,Macro,26532,863,53,22,CAM02336,420,2635,Product Launch,938,0.0354,5.2738,0.4478,Verified,No
2516,INF0468,Influencer_468,Instagram,Macro,937184,34422,3193,1705,CAM02337,3016,33854,Product Launch,39320,0.042,10.2248,0.0767,Verified,No
2517,INF0514,Influencer_514,Youtube,Micro,329897,22800,3825,729,CAM02570,4408,27124,Giveaway,27354,0.0829,5.1534,0.1611,Verified,No
2519,INF0528,Influencer_528,Youtube,Nano,57795,2689,283,115,CAM02638,2045,5814,Giveaway,3087,0.0534,1.843,0.6625,Verified,No
2520,INF0515,Influencer_515,Youtube,Nano,524890,30102,5390,458,CAM02571,156,24185,Product Launch,35950,0.0685,154.0321,0.0043,Verified,Yes
2522,INF0528,Influencer_528,Instagram,Macro,111210,8368,438,180,CAM02639,443,7051,Product Launch,8986,0.0808,14.9165,0.0493,Verified,No
2523,INF0515,Influencer_515,Facebook,Micro,199511,14140,2326,321,CAM02572,1627,16222,Giveaway,16787,0.0841,8.9705,0.0969,Verified,No
2527,INF0469,Influencer_469,Youtube,Micro,990513,60291,6665,1558,CAM02341,734,45811,Giveaway,68514,0.0692,61.4128,0.0107,Verified,Yes
2528,INF0515,Influencer_515,Instagram,Micro,749008,17035,1811,362,CAM02574,3865,24194,Promotion,19208,0.0256,5.2598,0.2012,Verified,No
2529,INF0529,Influencer_529,Facebook,Nano,967994,74997,4553,2151,CAM02641,343,48850,Product Launch,81701,0.0844,141.4198,0.0042,Verified,Yes
2530,INF0469,Influencer_469,Facebook,Mega,810982,70106,4025,3194,CAM02342,4076,57332,Giveaway,77325,0.0953,13.0658,0.0527,Verified,No
2532,INF0529,Influencer_529,Youtube,Micro,616722,13155,1551,402,CAM02642,3144,25136,Promotion,15108,0.0245,6.9949,0.2081,Verified,No
2536,INF0529,Influencer_529,Instagram,Micro,455933,21581,2482,619,CAM02644,911,17723,Giveaway,24682,0.0541,18.4544,0.0369,Verified,No
2539,INF0516,Influencer_516,Instagram,Micro,517307,1865,166,43,CAM02576,3321,11427,Product Launch,2074,0.004,2.4408,1.6013,Verified,No
2540,INF0470,Influencer_470,Instagram,Micro,790480,63758,5998,2565,CAM02346,599,46975,Promotion,72321,0.0915,77.4224,0.0083,Verified,Yes
2541,INF0530,Influencer_530,Instagram,Micro,586093,34205,4117,1041,CAM02646,4865,42241,Giveaway,39363,0.0672,7.6826,0.1236,Verified,No
2542,INF0470,Influencer_470,Youtube,Micro,877468,31960,3372,2270,CAM02347,335,52315,Product Launch,37602,0.0429,155.1642,0.0089,Verified,Yes
2543,INF0516,Influencer_516,Youtube,Micro,568730,16303,3079,303,CAM02577,457,14334,Giveaway,19685,0.0346,30.3654,0.0232,Verified,Yes
2544,INF0530,Influencer_530,Facebook,Nano,599964,58533,7013,2754,CAM02647,2308,55513,Promotion,68300,0.1138,23.0524,0.0338,Verified,Yes
2546,INF0516,Influencer_516,Facebook,Micro,95769,7581,865,324,CAM02578,3210,8565,Giveaway,8770,0.0916,1.6682,0.366,Verified,No
2552,INF0471,Influencer_471,Instagram,Micro,10179,873,162,11,CAM02351,246,1055,Promotion,1046,0.1028,3.2886,0.2352,Verified,No
2553,INF0517,Influencer_517,Instagram,Micro,553561,45816,8439,479,CAM02581,2919,38465,Giveaway,54734,0.0989,12.1775,0.0533,Verified,No
2556,INF0517,Influencer_517,Facebook,Micro,192755,15774,3372,407,CAM02582,4710,21846,Promotion,19553,0.1014,3.6382,0.2409,Verified,No
2558,INF0471,Influencer_471,Facebook,Micro,897508,16221,2333,483,CAM02353,3640,25787,Product Launch,19037,0.0212,6.0843,0.1912,Verified,No
2561,INF0531,Influencer_531,Youtube,Micro,883980,22399,2304,917,CAM02651,469,18662,Giveaway,25620,0.029,38.791,0.0183,Verified,Yes
2563,INF0471,Influencer_471,Youtube,Micro,246221,10994,758,279,CAM02355,868,9983,Promotion,12031,0.0489,10.5012,0.0721,Verified,No
2565,INF0517,Influencer_517,Youtube,Micro,698247,18012,1568,881,CAM02585,2445,16673,Promotion,20461,0.0293,5.8192,0.1195,Verified,No
2566,INF0472,Influencer_472,Youtube,Nano,53832,5072,844,81,CAM02356,1679,6775,Promotion,5997,0.1114,3.0351,0.28,Verified,No
2567,INF0531,Influencer_531,Instagram,Micro,774940,13140,1165,180,CAM02653,3673,24979,Giveaway,14485,0.0187,5.8007,0.2536,Verified,No
2568,INF0518,Influencer_518,Youtube,Macro,742230,23557,2910,305,CAM02586,2509,23300,Giveaway,26772,0.0361,8.2866,0.0937,Verified,No
2571,INF0518,Influencer_518,Facebook,Nano,524890,79636,10156,2577,CAM02587,3570,72024,Giveaway,92369,0.176,19.1748,0.0386,Verified,No
2575,INF0472,Influencer_472,Facebook,Mega,191690,9156,590,106,CAM02359,3271,20773,Giveaway,9852,0.0514,5.3507,0.332,Verified,No
2577,INF0532,Influencer_532,Facebook,Macro,517066,9345,1371,323,CAM02656,799,9724,Product Launch,11039,0.0213,11.1702,0.0724,Verified,No
2578,INF0472,Influencer_472,Instagram,Nano,694192,11868,1104,271,CAM02360,133,8520,Promotion,13243,0.0191,63.0602,0.01,Verified,Yes
2579,INF0473,Influencer_473,Instagram,Macro,168659,4189,318,183,CAM02361,3337,10791,Giveaway,4690,0.0278,2.2337,0.7115,Verified,No
2580,INF0532,Influencer_532,Instagram,Macro,169535,8839,1619,359,CAM02657,4808,15096,Promotion,10817,0.0638,2.1398,0.4445,Verified,No
2581,INF0473,Influencer_473,Facebook,Nano,350352,21408,4207,447,CAM02362,657,21169,Giveaway,26062,0.0744,31.2207,0.0252,Verified,Yes
2589,INF0533,Influencer_533,Instagram,Macro,491167,35921,7110,993,CAM02661,1236,34817,Giveaway,44024,0.0896,27.1691,0.0281,Verified,Yes
2590,INF0519,Influencer_519,Facebook,Micro,264498,31960,1681,559,CAM02591,3013,19171,Product Launch,34200,0.1293,5.3628,0.0881,Verified,No
2592,INF0533,Influencer_533,Youtube,Mega,514062,30097,3842,311,CAM02662,2522,30693,Promotion,34250,0.0666,11.1701,0.0736,Verified,No
2596,INF0519,Influencer_519,Instagram,Micro,595935,50631,4459,1177,CAM02593,4918,37132,Product Launch,56267,0.0944,6.5502,0.0874,Verified,No
2601,INF0520,Influencer_520,Facebook,Nano,218834,15427,2972,453,CAM02596,567,15031,Giveaway,18852,0.0861,25.5097,0.0301,Verified,Yes
2602,INF0534,Influencer_534,Youtube,Micro,718510,35680,5404,607,CAM02666,1979,37015,Giveaway,41691,0.058,17.7039,0.0475,Verified,No
2603,INF0520,Influencer_520,Youtube,Micro,971742,78458,12295,1247,CAM02597,4418,62641,Giveaway,92000,0.0947,13.1786,0.048,Verified,No
2606,INF0534,Influencer_534,Instagram,Nano,948111,34140,5801,720,CAM02668,2473,29360,Promotion,40661,0.0429,10.8722,0.0608,Verified,No
2609,INF0555,Influencer_555,Youtube,Nano,553359,23598,1239,728,CAM02773,3469,29720,Giveaway,25565,0.0462,7.5673,0.1357,Verified,No
2612,INF0555,Influencer_555,Instagram,Micro,740979,27945,2565,719,CAM02774,3461,28498,Promotion,31229,0.0421,7.234,0.1108,Verified,No
2613,INF0521,Influencer_521,Instagram,Micro,72257,3174,597,36,CAM02601,2492,10117,Giveaway,3807,0.0527,3.0598,0.6546,Verified,No
2614,INF0555,Influencer_555,Facebook,Micro,36191,2617,378,110,CAM02775,4322,13024,Promotion,3105,0.0858,2.0134,1.3919,Verified,No
2616,INF0556,Influencer_556,Youtube,Micro,470300,39004,4452,1484,CAM02776,1487,32686,Giveaway,44940,0.0956,20.9812,0.0331,Verified,Yes
2617,INF0521,Influencer_521,Youtube,Micro,463757,38223,6133,1796,CAM02603,1744,34133,Product Launch,46152,0.0995,18.5717,0.0378,Verified,No
2618,INF0521,Influencer_521,Facebook,Nano,875634,35819,5798,1255,CAM02604,4631,35286,Promotion,42872,0.049,6.6195,0.108,Verified,No
2619,INF0556,Influencer_556,Facebook,Mega,842209,64295,8657,2923,CAM02777,1920,55041,Promotion,75875,0.0901,27.6672,0.0253,Verified,Yes
2622,INF0522,Influencer_522,Facebook,Nano,795895,23035,3558,515,CAM02606,932,19763,Promotion,27108,0.0341,20.2049,0.0344,Verified,No
2624,INF0522,Influencer_522,Youtube,Macro,288551,22710,2598,1009,CAM02607,1644,19891,Promotion,26317,0.0912,11.0991,0.0625,Verified,No
2626,INF0535,Influencer_535,Facebook,Micro,596067,28618,2168,696,CAM02671,1746,25264,Product Launch,31482,0.0528,13.4696,0.0555,Verified,No
2628,INF0557,Influencer_557,Facebook,Nano,447694,28166,4967,602,CAM02781,3809,27232,Giveaway,33735,0.0754,6.1494,0.1129,Verified,No
2629,INF0535,Influencer_535,Youtube,Macro,584053,15673,1933,656,CAM02672,1370,14160,Product Launch,18262,0.0313,9.3358,0.075,Verified,No
2631,INF0535,Influencer_535,Instagram,Nano,212706,3461,619,142,CAM02674,1053,7409,Giveaway,4222,0.0198,6.0361,0.2494,Verified,No
2633,INF0557,Influencer_557,Instagram,Nano,718833,54542,3077,2019,CAM02782,2493,37139,Product Launch,59638,0.083,13.8973,0.0418,Verified,No
2634,INF0536,Influencer_536,Youtube,Micro,685873,39799,3372,1630,CAM02676,164,32935,Product Launch,44801,0.0653,199.8232,0.0037,Verified,Yes
2636,INF0536,Influencer_536,Instagram,Micro,540989,26404,3039,790,CAM02677,2492,23042,Promotion,30233,0.0559,8.2464,0.0824,Verified,No
2637,INF0522,Influencer_522,Instagram,Micro,976430,47324,6145,2174,CAM02609,1308,42018,Promotion,55643,0.057,31.1239,0.0235,Verified,Yes
2640,INF0557,Influencer_557,Youtube,Nano,68703,4374,444,92,CAM02785,2493,12492,Product Launch,4910,0.0715,4.0108,0.5077,Verified,No
2643,INF0558,Influencer_558,Facebook,Mega,692703,37723,2370,1687,CAM02786,2708,29625,Product Launch,41780,0.0603,9.9398,0.0648,Verified,No
2644,INF0523,Influencer_523,Instagram,Mega,366330,16914,2486,406,CAM02611,4178,29816,Promotion,19806,0.0541,6.1364,0.2109,Verified,No
2647,INF0523,Influencer_523,Facebook,Nano,548929,7217,1193,280,CAM02612,2493,12085,Giveaway,8690,0.0158,3.8476,0.2869,Verified,No
2648,INF0558,Influencer_558,Youtube,Macro,576883,33669,2492,347,CAM02788,2455,26852,Promotion,36508,0.0633,9.9377,0.0672,Verified,No
2649,INF0537,Influencer_537,Instagram,Mega,557614,55104,10086,1456,CAM02681,2761,50661,Giveaway,66646,0.1195,17.3488,0.0414,Verified,No
2650,INF0523,Influencer_523,Youtube,Mega,129773,10200,1306,185,CAM02613,4524,16574,Promotion,11691,0.0901,2.6636,0.387,Verified,No
2652,INF0537,Influencer_537,Facebook,Macro,272326,15932,2381,631,CAM02682,4778,34288,Product Launch,18944,0.0696,6.1762,0.2522,Verified,No
2657,INF0559,Influencer_559,Facebook,Macro,642137,41385,4503,609,CAM02791,358,29922,Promotion,46497,0.0724,82.581,0.0077,Verified,Yes
2660,INF0524,Influencer_524,Facebook,Nano,689839,24574,4767,618,CAM02616,440,21455,Promotion,29959,0.0434,47.7614,0.0147,Verified,Yes
2662,INF0559,Influencer_559,Youtube,Macro,31086,1807,228,37,CAM02793,4359,7994,Promotion,2072,0.0667,0.8339,2.1038,Verified,No
2663,INF0524,Influencer_524,Youtube,Nano,683701,47432,6463,532,CAM02617,4544,44133,Promotion,54427,0.0796,8.7124,0.0835,Verified,No
2664,INF0538,Influencer_538,Instagram,Nano,817462,64916,10962,888,CAM02686,2345,56367,Product Launch,76766,0.0939,23.0371,0.0305,Verified,Yes
2666,INF0559,Influencer_559,Instagram,Macro,431587,21123,1458,635,CAM02794,191,14445,Giveaway,23216,0.0538,74.6283,0.0082,Verified,Yes
2670,INF0560,Influencer_560,Instagram,Nano,640375,50253,6171,906,CAM02796,288,37278,Product Launch,57330,0.0895,128.4375,0.005,Verified,Yes
2671,INF0525,Influencer_525,Youtube,Nano,880761,74686,13948,1506,CAM02621,2775,66870,Giveaway,90140,0.1023,23.0973,0.0308,Verified,No
2672,INF0560,Influencer_560,Youtube,Micro,30715,3066,175,84,CAM02797,1771,6186,Promotion,3325,0.1083,2.4929,0.5326,Verified,No
2673,INF0525,Influencer_525,Facebook,Micro,58326,1679,321,18,CAM02622,4683,6843,Promotion,2018,0.0346,0.4612,2.3206,Verified,No
2678,INF0560,Influencer_560,Facebook,Micro,517529,28613,4730,1290,CAM02800,4314,29213,Promotion,34633,0.0669,5.7717,0.1246,Verified,No
2679,INF0525,Influencer_525,Instagram,Macro,538426,48423,4199,1596,CAM02625,4503,47988,Giveaway,54218,0.1007,9.6569,0.0831,Verified,No
2680,INF0561,Influencer_561,Youtube,Macro,839917,41028,4095,1085,CAM02801,2246,32480,Product Launch,46208,0.055,13.4613,0.0486,Verified,No
2681,INF0526,Influencer_526,Facebook,Nano,275244,12884,1656,198,CAM02626,1738,13570,Promotion,14738,0.0535,6.8078,0.1179,Verified,No
2684,INF0561,Influencer_561,Facebook,Micro,172481,10178,822,384,CAM02803,4384,15838,Promotion,11384,0.066,2.6127,0.3851,Verified,No
2686,INF0526,Influencer_526,Instagram,Micro,210939,14156,2135,526,CAM02628,3626,19417,Giveaway,16817,0.0797,4.3549,0.2156,Verified,No
2687,INF0538,Influencer_538,Facebook,Macro,598539,30951,4319,1155,CAM02688,1840,44508,Product Launch,36425,0.0609,23.1891,0.0505,Verified,Yes
2689,INF0538,Influencer_538,Youtube,Mega,693859,32223,6207,1531,CAM02689,2204,37128,Giveaway,39961,0.0576,15.8457,0.0552,Verified,No
2691,INF0527,Influencer_527,Instagram,Macro,715364,36095,4781,1655,CAM02631,649,29384,Promotion,42531,0.0595,44.2758,0.0153,Verified,Yes
2694,INF0539,Influencer_539,Instagram,Macro,960012,12678,2413,424,CAM02691,1206,12218,Giveaway,15515,0.0162,9.131,0.0777,Verified,No
2695,INF0527,Influencer_527,Facebook,Micro,631734,888422,4262,2091,CAM02633,1722,42006,Giveaway,894775,1.4164,23.3937,0.0019,Suspicious,No
2700,INF0527,Influencer_527,Youtube,Macro,687301,52004,4551,2026,CAM02635,3998,39237,Giveaway,58581,0.0852,8.8142,0.0682,Verified,No
2703,INF0528,Influencer_528,Facebook,Mega,881480,12091,2072,387,CAM02636,4248,30573,Product Launch,14550,0.0165,6.197,0.292,Verified,No
2704,INF0562,Influencer_562,Instagram,Micro,152170,9464,810,245,CAM02806,4823,30490,Giveaway,10519,0.0691,5.3218,0.4585,Verified,No
2707,INF0562,Influencer_562,Facebook,Nano,708564,19710,3707,545,CAM02808,2696,20514,Giveaway,23962,0.0338,6.6091,0.1125,Verified,No
2709,INF0539,Influencer_539,Youtube,Mega,254116,3413,390,42,CAM02695,4779,10402,Product Launch,3845,0.0151,1.1766,1.2429,Verified,No
2711,INF0540,Influencer_540,Instagram,Micro,463506,6324,897,267,CAM02696,385,5939,Product Launch,7488,0.0162,14.426,0.0514,Verified,No
2712,INF0563,Influencer_563,Youtube,Macro,622642,41816,7767,1585,CAM02811,617,38347,Promotion,51168,0.0822,61.1507,0.0121,Verified,Yes
2713,INF0540,Influencer_540,Youtube,Mega,652006,53454,7567,1015,CAM02697,3172,49470,Product Launch,62036,0.0951,14.5958,0.0511,Verified,No
2715,INF0582,Influencer_582,Youtube,Macro,860055,79135,5063,1625,CAM02908,2055,52842,Giveaway,85823,0.0998,24.7139,0.0239,Verified,Yes
2716,INF0540,Influencer_540,Facebook,Micro,175380,11553,2257,206,CAM02698,3578,13511,Promotion,14016,0.0799,2.7761,0.2553,Verified,No
2717,INF0563,Influencer_563,Facebook,Micro,415429,28301,2396,1320,CAM02813,1940,27707,Product Launch,32017,0.0771,13.282,0.0606,Verified,No
2721,INF0582,Influencer_582,Instagram,Macro,749141,10763,1739,428,CAM02910,3790,26849,Product Launch,12930,0.0173,6.0842,0.2931,Verified,No
2724,INF0583,Influencer_583,Facebook,Macro,544765,17396,928,736,CAM02911,375,12414,Promotion,19060,0.035,32.104,0.0197,Verified,Yes
2725,INF0541,Influencer_541,Instagram,Nano,50574,39007,107,28,CAM02701,803,1536,Promotion,39142,0.774,0.9128,0.0205,Verified,No
2726,INF0564,Influencer_564,Facebook,Macro,281866,17598,1258,489,CAM02816,2472,17948,Giveaway,19345,0.0686,6.2605,0.1278,Verified,No
2727,INF0583,Influencer_583,Youtube,Nano,305608,5859,348,140,CAM02912,604,6530,Product Launch,6347,0.0208,9.8113,0.0952,Verified,No
2729,INF0564,Influencer_564,Instagram,Micro,675659,53936,3376,2460,CAM02817,2361,46035,Product Launch,59772,0.0885,18.4981,0.0395,Verified,No
2730,INF0583,Influencer_583,Instagram,Mega,99115,7585,1287,137,CAM02913,4627,24927,Product Launch,9009,0.0909,4.3873,0.5136,Verified,No
2731,INF0564,Influencer_564,Youtube,Micro,630866,31925,5741,511,CAM02818,491,25878,Giveaway,38177,0.0605,51.7047,0.0129,Verified,Yes
2732,INF0541,Influencer_541,Youtube,Macro,258470,22041,2618,461,CAM02703,897,19647,Product Launch,25120,0.0972,20.903,0.0357,Verified,Yes
2735,INF0541,Influencer_541,Facebook,Macro,485023,28608,5534,1300,CAM02704,3014,35373,Giveaway,35442,0.0731,10.7362,0.085,Verified,No
2739,INF0584,Influencer_584,Facebook,Micro,970889,93566,6081,2740,CAM02916,3021,73697,Promotion,102387,0.1055,23.3949,0.0295,Verified,No
2740,INF0565,Influencer_565,Instagram,Macro,715036,46690,2530,2207,CAM02821,4504,34682,Product Launch,51427,0.0719,6.7003,0.0876,Verified,No
2741,INF0542,Influencer_542,Youtube,Nano,808827,1137472,10257,3022,CAM02706,634,53429,Giveaway,1150751,1.4227,83.2729,0.0006,Suspicious,No
2742,INF0584,Influencer_584,Youtube,Nano,372930,12196,2276,316,CAM02917,2430,12569,Product Launch,14788,0.0397,4.1724,0.1643,Verified,No
2743,INF0565,Influencer_565,Youtube,Micro,923711,84188,6344,3815,CAM02822,2890,66795,Promotion,94347,0.1021,22.1125,0.0306,Verified,No
2745,INF0584,Influencer_584,Instagram,Nano,141707,7842,928,102,CAM02918,2056,12177,Giveaway,8872,0.0626,4.9227,0.2317,Verified,No
2747,INF0542,Influencer_542,Instagram,Mega,597842,7901,1303,290,CAM02708,4379,19393,Giveaway,9494,0.0159,3.4286,0.4612,Verified,No
2749,INF0565,Influencer_565,Facebook,Micro,989101,49702,6733,1701,CAM02824,3016,48539,Product Launch,58136,0.0588,15.0938,0.0519,Verified,No
2753,INF0542,Influencer_542,Facebook,Micro,892579,26024,1615,845,CAM02710,2789,26956,Product Launch,28484,0.0319,8.6651,0.0979,Verified,No
2754,INF0585,Influencer_585,Instagram,Micro,18330,1777,247,74,CAM02921,931,2752,Giveaway,2098,0.1145,1.956,0.4438,Verified,No
2755,INF0566,Influencer_566,Instagram,Nano,960487,83653,14771,1166,CAM02826,2048,67870,Product Launch,99590,0.1037,32.1396,0.0206,Verified,Yes
2756,INF0585,Influencer_585,Youtube,Nano,969631,21086,3075,613,CAM02922,3014,27619,Product Launch,24774,0.0255,8.1636,0.1217,Verified,No
2757,INF0543,Influencer_543,Youtube,Nano,940044,43684,2445,1896,CAM02711,4694,38583,Product Launch,48025,0.0511,7.2196,0.0977,Verified,No
2758,INF0566,Influencer_566,Youtube,Nano,542688,13394,2301,254,CAM02827,3406,13431,Product Launch,15949,0.0294,2.9433,0.2136,Verified,No
2759,INF0585,Influencer_585,Facebook,Nano,12320,422,43,18,CAM02923,2658,8076,Giveaway,483,0.0392,2.0384,5.5031,Verified,No
2763,INF0543,Influencer_543,Instagram,Micro,334060,23699,4554,842,CAM02713,4769,32432,Giveaway,29095,0.0871,5.8006,0.1639,Verified,No
2766,INF0566,Influencer_566,Facebook,Micro,442289,8788,859,149,CAM02830,3829,15494,Giveaway,9796,0.0221,3.0465,0.3909,Verified,No
2768,INF0586,Influencer_586,Instagram,Nano,999747,54839,3470,2482,CAM02926,3175,56580,Promotion,60791,0.0608,16.8205,0.0522,Verified,No
2769,INF0567,Influencer_567,Youtube,Nano,477669,13000,1182,462,CAM02831,4692,15915,Promotion,14644,0.0307,2.3919,0.3204,Verified,No
2770,INF0543,Influencer_543,Facebook,Nano,812712,72880,7596,3447,CAM02715,3772,62088,Giveaway,83923,0.1033,15.4602,0.0449,Verified,No
2772,INF0567,Influencer_567,Facebook,Macro,520328,21236,1911,1048,CAM02832,4543,37608,Promotion,24195,0.0465,7.2782,0.1878,Verified,No
2773,INF0544,Influencer_544,Youtube,Micro,786072,61427,4024,1182,CAM02716,2293,42015,Promotion,66633,0.0848,17.3232,0.0344,Verified,No
2777,INF0586,Influencer_586,Facebook,Macro,953254,30896,5897,1309,CAM02929,1283,31248,Giveaway,38102,0.04,23.3554,0.0337,Verified,Yes
2783,INF0587,Influencer_587,Facebook,Micro,427833,12034,677,587,CAM02931,1949,11328,Giveaway,13298,0.0311,4.8122,0.1466,Verified,No
2784,INF0568,Influencer_568,Facebook,Micro,541638,9198,1283,330,CAM02836,814,8363,Giveaway,10811,0.02,9.274,0.0753,Verified,No
2785,INF0544,Influencer_544,Instagram,Nano,60789,3277,544,52,CAM02720,4222,16926,Giveaway,3873,0.0637,3.009,1.0901,Verified,No
2786,INF0587,Influencer_587,Youtube,Micro,644933,34421,3228,1166,CAM02932,1641,28001,Giveaway,38815,0.0602,16.0634,0.0423,Verified,No
2787,INF0568,Influencer_568,Youtube,Micro,98739,5342,611,140,CAM02837,3854,22580,Product Launch,6093,0.0617,4.8588,0.6325,Verified,No
2789,INF0545,Influencer_545,Youtube,Mega,599813,23656,2350,802,CAM02721,3376,24974,Promotion,26808,0.0447,6.3975,0.1259,Verified,No
2792,INF0587,Influencer_587,Instagram,Nano,537809,35211,5378,630,CAM02934,2946,35391,Product Launch,41219,0.0766,11.0132,0.0715,Verified,No
2793,INF0545,Influencer_545,Instagram,Micro,526007,30134,4578,1210,CAM02722,4793,40859,Promotion,35922,0.0683,7.5247,0.1334,Verified,No
2794,INF0497,Influencer_497,Youtube,Micro,722915,48990,9572,759,CAM02481,3029,43840,Promotion,59321,0.0821,13.4734,0.0511,Verified,No
